區域,鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,交易年月,交易年,交易月,交易日,交易西曆,交易屋齡(years),交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建築完成年,建築完成月,建築完成日,建築完成西曆,today,屋齡,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,每平方公尺單價,車位類別,車位,車位移轉總面積平方公尺,車位總價元
高雄市,楠梓區,房地(土地+建物)+車位,高雄市楠梓區久昌街28巷1~50號,35.45,住,10205,2013,5,1,2013/5/1,19.16,土地1建物1車位1,一層，二層，夾層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,821129,1993,11,29,1993/11/29,2015/9/18,21.5,134.22,5,2,2,有,有,4300000,32037,坡道平面,有,0,0
高雄市,鳳山區,房地(土地+建物),高雄市鳳山區杭州街1~50號,17.38,住,10205,2013,5,1,2013/5/1,19.13,土地1建物1車位0,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,821209,1993,12,9,1993/12/9,2015/9/18,21.48,103.75,3,2,2,有,有,3000000,28916,,無,0,0
高雄市,楠梓區,房地(土地+建物)+車位,高雄市楠梓區德賢路550巷1~50號,20.27,住,10204,2013,4,1,2013/4/1,19.04,土地1建物1車位1,三層,8,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,821211,1993,12,11,1993/12/11,2015/9/18,21.47,93.91,3,2,2,有,有,3580000,38122,升降機械,有,0,0
高雄市,楠梓區,房地(土地+建物)+車位,高雄市楠梓區德賢路501~550號,21.79,住,10204,2013,4,1,2013/4/1,19.04,土地1建物1車位1,六層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,821211,1993,12,11,1993/12/11,2015/9/18,21.47,143.7,3,2,2,有,有,3500000,24356,坡道平面,有,0,0
高雄市,楠梓區,房地(土地+建物)+車位,高雄市楠梓區德賢路550巷1~50號,20.27,住,10204,2013,4,1,2013/4/1,19.04,土地1建物1車位1,四層,8,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,821211,1993,12,11,1993/12/11,2015/9/18,21.47,132.61,3,2,2,有,有,3200000,24131,坡道機械,有,0,0
高雄市,前鎮區,房地(土地+建物)+車位,高雄市前鎮區粵江街1~50號,37.2,住,10205,2013,5,1,2013/5/1,19.11,土地1建物1車位1,三層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,821216,1993,12,16,1993/12/16,2015/9/18,21.46,196.43,4,2,2,有,有,7900000,40218,坡道平面,有,0,0
高雄市,大樹區,房地(土地+建物),高雄市大樹區大樹區新生街100巷1~50號,68.94,住,10204,2013,4,1,2013/4/1,19.01,土地1建物1車位0,全,3,透天厝,住商用,鋼筋混凝土造,821222,1993,12,22,1993/12/22,2015/9/18,21.44,174.58,3,2,3,有,無,4000000,22912,,無,0,0
高雄市,三民區,房地(土地+建物),高雄市三民區鼎強街501~550號,13.94,住,10204,2013,4,1,2013/4/1,18.99,土地1建物1車位0,十二層，電梯樓梯間,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,821231,1993,12,31,1993/12/31,2015/9/18,21.42,111.03,2,1,2,有,有,2500000,22516,,無,0,0
高雄市,大寮區,房地(土地+建物),高雄市大寮區仁德路16巷1~50號,12.96,住,10205,2013,5,1,2013/5/1,19.07,土地1建物1車位0,十一層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,821231,1993,12,31,1993/12/31,2015/9/18,21.42,114.45,3,2,2,有,有,1500000,13106,,無,0,0
高雄市,三民區,房地(土地+建物)+車位,高雄市三民區鼎華路151~200號,7.55,商,10204,2013,4,1,2013/4/1,18.98,土地1建物1車位2,六層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830105,1994,1,5,1994/1/5,2015/9/18,21.41,82.26,1,1,1,有,有,2300000,27960,坡道機械,有,0,0
高雄市,三民區,房地(土地+建物)+車位,高雄市三民區鼎華路151~200號,9.64,商,10204,2013,4,1,2013/4/1,18.98,土地1建物1車位1,六層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830105,1994,1,5,1994/1/5,2015/9/18,21.41,121.29,3,2,2,有,有,3200000,26383,坡道平面,有,0,0
高雄市,岡山區,房地(土地+建物),高雄市岡山區碧紅里中山北路151~200號,114,商,10205,2013,5,1,2013/5/1,19.05,土地2建物3車位0,二層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,830106,1994,1,6,1994/1/6,2015/9/18,21.4,717.05,0,0,3,無,無,18000000,25103,,無,0,0
高雄市,三民區,房地(土地+建物),高雄市三民區鼎山街551~600號,10.91,商,10204,2013,4,1,2013/4/1,18.96,土地2建物1車位0,六層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830111,1994,1,11,1994/1/11,2015/9/18,21.39,121.02,3,2,2,有,有,3550000,29334,,無,0,0
高雄市,左營區,房地(土地+建物),高雄市楠梓區立道路1~50號,3.97,住,10205,2013,5,1,2013/5/1,19.03,土地1建物1車位0,五層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830115,1994,1,15,1994/1/15,2015/9/18,21.38,34.64,2,1,1,有,有,1570000,45323,,無,0,0
高雄市,鼓山區,房地(土地+建物),高雄市鼓山區中華一路2201~2250號,13.15,住,10205,2013,5,1,2013/5/1,19,土地2建物1車位0,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830126,1994,1,26,1994/1/26,2015/9/18,21.35,105.38,2,2,1,有,有,1920000,18220,,無,0,0
高雄市,鼓山區,房地(土地+建物),高雄市鼓山區中華一路2201~2250號,4.29,住,10205,2013,5,1,2013/5/1,19,土地0建物1車位0,五層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830126,1994,1,26,1994/1/26,2015/9/18,21.35,35.26,1,1,1,無,有,1000000,28361,,無,0,0
高雄市,鳳山區,房地(土地+建物),高雄市鳳山區過昌街51~100號,70.15,住,10205,2013,5,1,2013/5/1,19,土地1建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,830127,1994,1,27,1994/1/27,2015/9/18,21.35,203.33,6,3,4,有,無,8360000,41115,,無,0,0
高雄市,大社區,房地(土地+建物),高雄市大社區翠屏路84巷1~50號,6.46,住,10205,2013,5,1,2013/5/1,18.99,土地1建物1車位0,十一層,19,套房(1房1廳1衛),住家用,鋼筋混凝土造,830128,1994,1,28,1994/1/28,2015/9/18,21.34,40.85,1,0,1,有,有,600000,14688,,無,0,0
高雄市,大寮區,房地(土地+建物),高雄市大寮區內厝路351~400號,16.55,住,10204,2013,4,1,2013/4/1,18.89,土地1建物1車位0,十層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830205,1994,2,5,1994/2/5,2015/9/18,21.32,103.33,3,2,2,有,無,1650000,15968,,無,0,0
高雄市,大寮區,房地(土地+建物),高雄市大寮區內厝路251~300號,20.37,住,10204,2013,4,1,2013/4/1,18.89,土地1建物1車位0,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830205,1994,2,5,1994/2/5,2015/9/18,21.32,127.08,0,0,0,無,無,1450000,11410,,無,0,0
高雄市,大寮區,房地(土地+建物),高雄市大寮區內厝路251~300號,6.37,住,10205,2013,5,1,2013/5/1,18.98,土地1建物1車位0,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830205,1994,2,5,1994/2/5,2015/9/18,21.32,42.58,1,1,1,有,有,770000,18084,,無,0,0
高雄市,大寮區,房地(土地+建物),高雄市大寮區內厝路301~350號,19.1,住,10204,2013,4,1,2013/4/1,18.89,土地1建物1車位0,十層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830205,1994,2,5,1994/2/5,2015/9/18,21.32,92.77,4,1,2,有,有,1700000,18325,,無,0,0
高雄市,大寮區,房地(土地+建物),高雄市大寮區內厝路301~350號,15.28,住,10204,2013,4,1,2013/4/1,18.89,土地1建物1車位0,二層,10,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830205,1994,2,5,1994/2/5,2015/9/18,21.32,97.35,3,2,1,有,無,1220000,12532,,無,0,0
高雄市,大寮區,房地(土地+建物),高雄市大寮區內厝路401~450號,10.19,住,10205,2013,5,1,2013/5/1,18.98,土地1建物1車位0,一層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830205,1994,2,5,1994/2/5,2015/9/18,21.32,61.39,2,1,1,有,有,1850000,30135,,無,0,0
高雄市,大寮區,房地(土地+建物),高雄市大寮區內厝路351~400號,19.1,住,10205,2013,5,1,2013/5/1,18.98,土地1建物1車位0,九層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830205,1994,2,5,1994/2/5,2015/9/18,21.32,92.61,3,1,1,有,有,1700000,18357,,無,0,0
高雄市,橋頭區,房地(土地+建物),高雄市橋頭區建樹路美德巷101~150號,23.32,住,10205,2013,5,1,2013/5/1,18.95,土地1建物1車位0,三層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830215,1994,2,15,1994/2/15,2015/9/18,21.3,137.59,3,1,2,有,有,2570000,18679,,無,0,0
高雄市,鳳山區,房地(土地+建物),高雄市鳳山區北文街82巷1~50號,12.16,住,10205,2013,5,1,2013/5/1,18.93,土地1建物1車位0,五層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830223,1994,2,23,1994/2/23,2015/9/18,21.27,76.27,2,1,1,有,有,1350000,17700,,無,0,0
高雄市,楠梓區,房地(土地+建物),高雄市楠梓區岳陽街1~50號,14.12,住,10204,2013,4,1,2013/4/1,18.82,土地1建物1車位0,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830228,1994,2,28,1994/2/28,2015/9/18,21.25,118.43,4,0,4,有,有,3000000,25331,,無,0,0
高雄市,苓雅區,房地(土地+建物),高雄市苓雅區正順街1~50號,18.53,商,10205,2013,5,1,2013/5/1,18.9,土地3建物1車位0,四層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830302,1994,3,2,1994/3/2,2015/9/18,21.25,115.48,3,2,2,有,有,3200000,27710,,無,0,0
高雄市,岡山區,房地(土地+建物),高雄市岡山區竹圍西街201~250號,12.24,住,10204,2013,4,1,2013/4/1,18.77,土地1建物1車位0,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830320,1994,3,20,1994/3/20,2015/9/18,21.2,123.11,3,2,2,有,有,2230000,18114,,無,0,0
高雄市,大社區,房地(土地+建物),高雄市仁武區大吉路186巷1~50號,30.63,住,10205,2013,5,1,2013/5/1,18.82,土地1建物1車位0,六層，七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830330,1994,3,30,1994/3/30,2015/9/18,21.17,141.34,4,2,3,有,無,1700000,12028,,無,0,0
高雄市,大寮區,房地(土地+建物),高雄市大寮區進學路70巷1~50號,19.86,住,10204,2013,4,1,2013/4/1,18.74,土地1建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830402,1994,4,2,1994/4/2,2015/9/18,21.17,112.19,5,0,5,有,有,2600000,23175,,無,0,0
高雄市,小港區,房地(土地+建物)+車位,高雄市小港區德仁路51~100號,11.95,商,10205,2013,5,1,2013/5/1,18.76,土地1建物2車位1,四層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830422,1994,4,22,1994/4/22,2015/9/18,21.11,163.74,3,2,2,有,有,3400000,20765,坡道平面,有,0,0
高雄市,苓雅區,房地(土地+建物),高雄市苓雅區武營路651~700號,13.08,商,10205,2013,5,1,2013/5/1,18.75,土地2建物1車位0,九層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830428,1994,4,28,1994/4/28,2015/9/18,21.1,110.15,2,2,2,有,有,3390000,30776,,無,0,0
高雄市,左營區,房地(土地+建物)+車位,高雄市左營區文慈路289巷1~50號,20.11,住,10204,2013,4,1,2013/4/1,18.65,土地1建物1車位1,七層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830502,1994,5,2,1994/5/2,2015/9/18,21.08,104.6,2,1,1,有,有,2500000,23901,坡道機械,有,0,0
高雄市,大社區,房地(土地+建物),高雄市仁武區神農路101~150號,62,住,10204,2013,4,1,2013/4/1,18.65,土地2建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,830503,1994,5,3,1994/5/3,2015/9/18,21.08,219.44,5,2,3,有,無,6500000,29621,,無,0,0
高雄市,三民區,房地(土地+建物),高雄市三民區正順里大順二路351~400號,7.96,住,10205,2013,5,1,2013/5/1,18.73,土地2建物1車位0,三層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830505,1994,5,5,1994/5/5,2015/9/18,21.08,120.76,3,2,2,有,有,4380000,36270,,無,0,0
高雄市,仁武區,房地(土地+建物),高雄市仁武區仁林路267巷6弄1~50號,167.8,住,10204,2013,4,1,2013/4/1,18.63,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,830511,1994,5,11,1994/5/11,2015/9/18,21.06,246.61,5,2,3,有,無,1450000,5880,,無,0,0
高雄市,小港區,房地(土地+建物),高雄市小港區南星路651~700號,64,住,10205,2013,5,1,2013/5/1,18.71,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,830512,1994,5,12,1994/5/12,2015/9/18,21.06,148.05,4,2,3,有,無,3000000,20263,,無,0,0
高雄市,左營區,房地(土地+建物)+車位,高雄市楠梓區安吉街151~200號,17.29,住,10205,2013,5,1,2013/5/1,18.69,土地1建物1車位1,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830518,1994,5,18,1994/5/18,2015/9/18,21.04,130.86,3,2,2,有,有,4450000,34006,坡道平面,有,38.34,0
高雄市,左營區,房地(土地+建物),高雄市左營區安吉街151~200號,7.05,住,10205,2013,5,1,2013/5/1,18.69,土地1建物1車位0,四層,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,830518,1994,5,18,1994/5/18,2015/9/18,21.04,37.23,1,1,1,有,有,1326000,35616,,無,0,0
高雄市,左營區,房地(土地+建物),高雄市左營區安吉街151~200號,14.23,住,10205,2013,5,1,2013/5/1,18.69,土地1建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830518,1994,5,18,1994/5/18,2015/9/18,21.04,76.38,2,2,1,有,有,3300000,43205,,無,0,0
高雄市,岡山區,房地(土地+建物),高雄市岡山區壽華路51~100號,14.45,,10205,2013,5,1,2013/5/1,18.68,土地1建物1車位0,五層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830522,1994,5,22,1994/5/22,2015/9/18,21.03,82.6,3,2,2,有,無,2550000,30872,,無,0,0
高雄市,新興區,房地(土地+建物),高雄市新興區六合二路1~50號,2.8,商,10205,2013,5,1,2013/5/1,18.63,土地1建物1車位0,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830610,1994,6,10,1994/6/10,2015/9/18,20.98,32.33,1,0,1,有,有,1140000,35261,,無,0,0
高雄市,新興區,房地(土地+建物),高雄市新興區明莊里六合二路1~50號,2.42,商,10205,2013,5,1,2013/5/1,18.63,土地1建物1車位0,十層，走廊,12,套房(1房1廳1衛),住家用,鋼筋混凝土造,830610,1994,6,10,1994/6/10,2015/9/18,20.98,28.22,1,1,1,有,有,930000,32955,,無,0,0
高雄市,大寮區,房地(土地+建物)+車位,高雄市大寮區拷潭里拷潭路151~200號,19.73,住,10205,2013,5,1,2013/5/1,18.63,土地7建物1車位1,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830611,1994,6,11,1994/6/11,2015/9/18,20.98,132.11,3,2,2,有,有,1700000,12868,坡道平面,有,0,0
高雄市,三民區,房地(土地+建物),高雄市三民區大享路101~150號,26.42,住,10204,2013,4,1,2013/4/1,18.52,土地1建物1車位0,八層，電梯樓梯間,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830622,1994,6,22,1994/6/22,2015/9/18,20.95,157.01,3,2,2,有,有,4550000,28979,,無,0,0
高雄市,前金區,房地(土地+建物),高雄市前金區六合二路151~200號,4.08,商,10205,2013,5,1,2013/5/1,18.59,土地1建物1車位0,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830625,1994,6,25,1994/6/25,2015/9/18,20.94,46.3,1,1,1,有,有,1250000,26998,,無,0,0
高雄市,楠梓區,房地(土地+建物),高雄市楠梓區楠梓新路261巷16弄1~50號,10.8,住,10205,2013,5,1,2013/5/1,18.58,土地1建物1車位0,六層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830628,1994,6,28,1994/6/28,2015/9/18,20.93,116.59,3,2,2,有,有,2530000,21700,,無,0,0
高雄市,小港區,房地(土地+建物),高雄市小港區中安路901~950號,11.34,住,10205,2013,5,1,2013/5/1,18.58,土地1建物1車位0,十四層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830629,1994,6,29,1994/6/29,2015/9/18,20.93,127.37,3,2,2,有,有,2500000,19628,,無,0,0
高雄市,小港區,房地(土地+建物),高雄市小港區中安路901~950號,11.34,住,10205,2013,5,1,2013/5/1,18.58,土地1建物1車位0,十四層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830629,1994,6,29,1994/6/29,2015/9/18,20.93,99.93,3,2,2,有,有,2500000,25018,,無,0,0
高雄市,湖內區,房地(土地+建物),高雄市湖內區東方路105巷4弄1~50號,21.76,住,10204,2013,4,1,2013/4/1,18.5,土地1建物1車位0,一層，二層，三層,13,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,830630,1994,6,30,1994/6/30,2015/9/18,20.93,168.06,3,2,2,有,有,2100000,12496,,無,0,0
高雄市,小港區,房地(土地+建物),高雄市小港區中安路301~350號,21.41,住,10205,2013,5,1,2013/5/1,18.57,土地1建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830704,1994,7,4,1994/7/4,2015/9/18,20.92,115.67,3,2,2,有,無,3200000,27665,,無,0,0
高雄市,左營區,房地(土地+建物)+車位,高雄市左營區富國路1~50號,9.09,住,10204,2013,4,1,2013/4/1,18.48,土地1建物1車位1,十一層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830707,1994,7,7,1994/7/7,2015/9/18,20.91,124.03,2,2,1,有,有,4850000,39103,坡道機械,有,0,0
高雄市,楠梓區,房地(土地+建物)+車位,高雄市楠梓區清成街51~100號,19.9,住,10204,2013,4,1,2013/4/1,18.47,土地1建物1車位1,九層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830708,1994,7,8,1994/7/8,2015/9/18,20.9,131.93,3,2,1,有,有,2800000,21223,坡道平面,有,0,0
高雄市,旗山區,房地(土地+建物),高雄市旗山區旗南三路169巷1~50號,105.38,其他,10205,2013,5,1,2013/5/1,18.54,土地2建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,830714,1994,7,14,1994/7/14,2015/9/18,20.89,159.49,5,2,3,有,無,3000000,18810,,無,0,0
高雄市,湖內區,房地(土地+建物),高雄市路竹區東方路105巷6弄1~50號,17.75,住,10205,2013,5,1,2013/5/1,18.53,土地0建物1車位0,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830718,1994,7,18,1994/7/18,2015/9/18,20.88,142.92,4,2,2,有,有,1800000,12594,,無,0,0
高雄市,苓雅區,房地(土地+建物)+車位,高雄市苓雅區正義路172巷8弄1~50號,23.02,住,10205,2013,5,1,2013/5/1,18.52,土地1建物1車位1,四層，電梯樓梯間,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830721,1994,7,21,1994/7/21,2015/9/18,20.87,118.86,3,2,2,有,有,4220000,35504,坡道機械,有,0,0
高雄市,三民區,房地(土地+建物),高雄市三民區義昌路1~50號,12.14,商,10204,2013,4,1,2013/4/1,18.44,土地1建物1車位0,六層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830721,1994,7,21,1994/7/21,2015/9/18,20.87,123.76,3,2,2,有,有,3700000,29897,,無,0,0
高雄市,大寮區,房地(土地+建物),高雄市大寮區大智街15巷1~50號,17.32,住,10205,2013,5,1,2013/5/1,18.49,土地4建物1車位0,四層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830803,1994,8,3,1994/8/3,2015/9/18,20.84,138.8,4,2,2,有,有,2100000,15130,,無,0,0
高雄市,前鎮區,房地(土地+建物),高雄市前鎮區中華五路969巷2弄1~50號,30.32,住,10205,2013,5,1,2013/5/1,18.47,土地1建物1車位0,二層,12,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,830809,1994,8,9,1994/8/9,2015/9/18,20.82,138.64,3,2,2,有,有,3950000,28491,,無,0,0
高雄市,前鎮區,房地(土地+建物),高雄市前鎮區忠純里中華五路947巷1~50號,28.51,住,10205,2013,5,1,2013/5/1,18.47,土地2建物2車位0,十一層,12,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,830809,1994,8,9,1994/8/9,2015/9/18,20.82,165.58,4,2,2,有,有,4380000,26452,,無,0,0
高雄市,前鎮區,房地(土地+建物),高雄市前鎮區中華五路939巷1~50號,41.86,其他,10203,2013,3,1,2013/3/1,18.31,土地1建物1車位0,一層，二層，騎樓,12,店面(店鋪),住商用,鋼筋混凝土造,830809,1994,8,9,1994/8/9,2015/9/18,20.82,258.98,1,1,1,有,有,8900000,34366,,無,0,0
高雄市,前鎮區,房地(土地+建物),高雄市前鎮區中華五路969巷1~50號,57.02,住,10205,2013,5,1,2013/5/1,18.47,土地2建物2車位0,八層,12,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,830809,1994,8,9,1994/8/9,2015/9/18,20.82,165.72,3,2,2,有,有,3800000,22930,,無,0,0
高雄市,前鎮區,房地(土地+建物),高雄市前鎮區中華五路969巷1弄1~50號,30.33,住,10205,2013,5,1,2013/5/1,18.47,土地1建物2車位0,十層,12,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,830809,1994,8,9,1994/8/9,2015/9/18,20.82,168.95,3,2,2,有,有,4300000,25450,,無,0,0
高雄市,左營區,房地(土地+建物),高雄市左營區新莊一路101~150號,7.24,住,10205,2013,5,1,2013/5/1,18.47,土地1建物1車位0,二十層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830811,1994,8,11,1994/8/11,2015/9/18,20.81,95.69,2,1,1,有,有,4600000,48072,,無,0,0
高雄市,左營區,房地(土地+建物),高雄市左營區新莊一路101~150號,11.07,住,10205,2013,5,1,2013/5/1,18.47,土地1建物1車位0,十層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830811,1994,8,11,1994/8/11,2015/9/18,20.81,143.53,4,2,2,有,有,6000000,41803,,無,0,0
高雄市,左營區,房地(土地+建物),高雄市左營區新莊一路101~150號,5.96,住,10205,2013,5,1,2013/5/1,18.47,土地1建物1車位0,六層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830811,1994,8,11,1994/8/11,2015/9/18,20.81,78.6,1,1,1,有,有,2850000,36260,,無,0,0
高雄市,鳳山區,房地(土地+建物),高雄市鳳山區中崙四路1~50號,35.62,住,10205,2013,5,1,2013/5/1,18.45,土地1建物3車位0,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830818,1994,8,18,1994/8/18,2015/9/18,20.79,211.56,3,2,1,有,有,2200000,10399,,無,0,0
高雄市,鳳山區,房地(土地+建物),高雄市鳳山區中崙二路582巷1~50號,41.41,住,10204,2013,4,1,2013/4/1,18.36,土地1建物3車位0,一層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830818,1994,8,18,1994/8/18,2015/9/18,20.79,227.23,3,2,2,有,有,3860000,16987,,無,0,0
高雄市,鳳山區,房地(土地+建物),高雄市鳳山區中崙二路582巷1~50號,36.03,住,10204,2013,4,1,2013/4/1,18.36,土地1建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830818,1994,8,18,1994/8/18,2015/9/18,20.79,211.56,3,1,1,有,有,2300000,10872,,無,0,0
高雄市,鳳山區,房地(土地+建物),高雄市鳳山區中崙二路584巷1~50號,41.41,住,10205,2013,5,1,2013/5/1,18.45,土地1建物3車位0,五層,7,華廈(10層含以下有電梯),國民住宅,鋼筋混凝土造,830818,1994,8,18,1994/8/18,2015/9/18,20.79,227.23,3,2,2,有,有,3490000,15359,,無,0,0
高雄市,三民區,房地(土地+建物),高雄市三民區大豐一路301~350號,21.42,住,10204,2013,4,1,2013/4/1,18.31,土地1建物1車位0,夾層，一層，二層，騎樓,8,華廈(10層含以下有電梯),住商用,鋼筋混凝土造,830909,1994,9,9,1994/9/9,2015/9/18,20.74,128.65,3,2,2,有,有,6600000,51302,,無,0,0
高雄市,左營區,房地(土地+建物),高雄市左營區崇德路301~350號,11.16,住,10204,2013,4,1,2013/4/1,18.3,土地1建物1車位0,十一層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830910,1994,9,10,1994/9/10,2015/9/18,20.73,117.3,3,2,2,有,有,4620000,39386,,無,0,0
高雄市,大寮區,房地(土地+建物),高雄市大寮區正隆街103巷1~50號,9.04,住,10205,2013,5,1,2013/5/1,18.39,土地1建物1車位0,九層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830910,1994,9,10,1994/9/10,2015/9/18,20.73,68.18,2,1,1,有,有,1100000,16134,,無,0,0
高雄市,左營區,房地(土地+建物),高雄市左營區崇德路301~350號,12.55,商,10204,2013,4,1,2013/4/1,18.3,土地1建物1車位0,十六層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830910,1994,9,10,1994/9/10,2015/9/18,20.73,131.64,3,2,2,有,無,5310000,40337,,無,0,0
高雄市,鼓山區,房地(土地+建物),高雄市鼓山區博愛二路301~350號,3.17,商,10204,2013,4,1,2013/4/1,18.29,土地1建物1車位0,八層,13,套房(1房1廳1衛),住家用,鋼筋混凝土造,830915,1994,9,15,1994/9/15,2015/9/18,20.72,45.79,1,1,1,有,有,2100000,45862,,無,0,0
高雄市,鳳山區,房地(土地+建物)+車位,高雄市鳳山區八德路101~150號,12.22,住,10204,2013,4,1,2013/4/1,18.27,土地1建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830923,1994,9,23,1994/9/23,2015/9/18,20.7,126.68,4,2,2,有,無,4250000,33549,升降機械,有,0,0
高雄市,小港區,房地(土地+建物),高雄市小港區宏光街451~500號,30.25,住,10205,2013,5,1,2013/5/1,18.35,土地1建物1車位0,一層，二層，騎樓,7,華廈(10層含以下有電梯),住商用,鋼筋混凝土造,830923,1994,9,23,1994/9/23,2015/9/18,20.7,188.96,3,2,2,有,有,5350000,28313,,無,0,0
高雄市,三民區,房地(土地+建物),高雄市三民區建武路206巷1~50號,12.93,住,10205,2013,5,1,2013/5/1,18.34,土地1建物1車位0,十一層，電梯樓梯間,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830926,1994,9,26,1994/9/26,2015/9/18,20.69,92.42,2,2,1,有,有,2600000,28132,,無,0,0
高雄市,小港區,房地(土地+建物),高雄市小港區宏光街451~500號,3.71,住,10205,2013,5,1,2013/5/1,18.33,土地1建物1車位0,七層,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,830929,1994,9,29,1994/9/29,2015/9/18,20.68,23.67,1,0,1,有,無,400000,16899,,無,0,0
