類別,ISO,光圈,快門,焦距,相機型號,上傳時間,累計人氣
2,64,2.4,0.002,4,1,13.4590489,12
2,80,2.8,0.007,3,1,13.36810754,12
2,320,2.8,0.067,3,1,12.85236372,12
2,64,2.4,0.042,4,1,13.45903085,12
2,70,2.8,0.001,3,1,12.75104295,12
2,64,2.4,0.05,4,1,13.45903635,12
2,70,2.8,0.001,3,1,12.75104927,12
2,250,1.8,0.017,50,2,13.45384792,12
2,2500,2.4,0.067,4,1,13.63802768,11
2,320,2.4,0.05,4,1,13.64579992,11
2,80,2.4,0.05,4,1,13.61828313,11
2,100,2.8,0.01,3,1,13.08070888,11
2,100,2.8,0.025,3,1,13.08296552,11
2,400,2.4,0.05,4,1,13.6458,11
2,250,2.4,0.05,4,1,13.64580017,11
2,80,2.4,0.062,4,1,13.45903475,11
2,50,2.4,0.05,4,1,13.73319152,11
2,100,2.8,0.067,3,1,12.93071258,11
2,80,2.4,0.017,4,1,13.45899223,11
2,250,1.8,0.02,50,2,13.45384833,11
2,80,2.4,0.017,4,1,13.45722945,11
2,100,2.8,0.033,3,1,12.93071204,11
2,250,2,0.033,3,1,13.83571596,11
2,71,2.8,0.017,3,1,12.75104552,11
2,400,2.4,0.05,4,1,13.59391941,11
2,400,2.4,0.067,3,1,12.87244569,11
2,100,2.8,0.008,3,1,13.08522056,11
2,206,2.8,0.067,3,1,12.94071022,11
2,250,2.8,0.067,3,1,12.93071536,11
2,80,2.8,0.001,3,1,13.08070879,10
2,570,2.8,0.077,3,1,12.59469219,10
2,589,2.8,0.083,3,1,12.59469221,10
2,640,2.4,0.067,4,1,13.82107123,10
2,125,2.4,0.05,4,1,13.48677178,10
2,125,2.4,0.05,4,1,13.44006644,10
2,80,2.8,0.001,3,1,13.08296659,10
2,80,2.6,0.014,3,1,13.74396199,10
2,572,2.8,0.091,3,1,12.59469234,10
2,1000,2.8,0.067,3,1,13.05445662,10
2,80,2.4,0.017,4,1,13.45898366,10
2,250,2.4,0.05,4,1,13.47555984,10
2,563,2.8,0.091,3,1,12.59469224,10
2,100,2.8,0.059,3,1,12.93071298,10
2,800,2.8,0.067,3,1,12.93071328,10
2,80,2.8,0.067,3,1,12.93071268,10
2,64,2.8,0.033,3,1,12.8523632,10
2,50,2.4,0.001,4,1,13.73319198,10
2,250,2.4,0.008,3,1,13.34442105,10
2,64,2.4,0.017,4,1,13.68651729,10
2,70,2.8,0.002,3,1,12.75105017,10
2,83,2.8,0.008,3,1,12.75104741,10
2,80,2.8,0.005,3,1,13.08070874,10
2,70,2.8,0.002,3,1,12.75104647,10
2,250,2.8,0.067,3,1,12.93071352,9
2,1000,2.8,0.067,3,1,13.05445639,9
2,200,2.4,0.05,4,1,13.68651431,9
2,640,2.8,0.067,3,1,12.93071318,9
2,125,2.8,0.067,3,1,13.08393386,9
2,80,2.4,0.017,4,1,13.45898984,9
2,236,2.8,0.067,3,1,12.94071029,9
2,70,2.8,0.001,3,1,12.7510485,9
2,80,2.8,0.001,3,1,13.08522034,9
2,320,2.4,0.05,4,1,13.82107138,9
2,100,2.8,0.042,3,1,13.08299019,9
2,100,2.8,0.067,3,1,13.08761509,9
2,400,2.4,0.059,4,1,13.82107103,9
2,80,2.4,0.05,4,1,13.61828334,9
2,250,2.8,0.067,3,1,12.93071278,9
2,80,2.8,0.033,3,1,12.93071217,9
2,64,2.4,0.005,4,1,13.43318662,9
2,400,2.8,0.067,3,1,13.05445488,9
2,400,2.4,0.05,4,1,13.68651758,9
2,50,2.4,0.001,4,1,13.73319208,9
2,50,2.4,0.042,4,1,13.63802747,9
2,50,2.4,0.008,4,1,13.63802742,9
2,64,2.4,0.05,4,1,13.61828329,9
2,80,2.8,0.033,3,1,12.85236298,9
2,200,2.4,0.05,4,1,13.68651721,9
2,400,2.4,0.05,4,1,13.68651746,9
2,800,2.4,0.067,4,1,13.63802762,9
2,50,2.4,0.05,4,1,13.63802755,9
2,80,2.8,0.005,3,1,13.0852205,9
2,80,2.8,0.067,3,1,12.9307123,9
2,80,2.8,0.005,3,1,13.08761504,9
2,100,2.8,0.067,3,1,12.93071248,9
2,320,2.4,0.05,4,1,13.45904,9
2,64,2.4,0.004,4,1,13.45904679,9
2,64,2.4,0.05,4,1,13.61828319,9
2,400,2.4,0.05,4,1,13.64580009,9
2,125,2.8,0.067,3,1,12.98013357,9
2,50,2.4,0.001,4,1,13.73319186,9
2,80,2.8,0.033,3,1,13.0829663,9
2,87,2.8,0.067,3,1,12.94071016,8
2,500,2.4,0.067,4,1,13.8210709,8
2,400,2.4,0.05,4,1,13.60424992,8
2,400,2.4,0.05,4,1,13.45903776,8
2,50,2.4,0.017,4,1,13.73319145,8
2,100,2.8,0.067,3,1,12.93071373,8
2,125,2.8,0.067,3,1,12.93071287,8
2,200,2.4,0.05,4,1,13.7331917,8
2,100,2.4,0.05,4,1,13.48677174,8
2,1000,2.8,0.067,3,1,13.05445556,8
2,80,2.8,0.067,3,1,12.9307116,8
2,100,2.8,0.008,3,1,12.89815352,8
2,557,2.8,0.077,3,1,12.59469228,8
2,250,2.8,0.067,3,1,12.93071513,8
2,250,2.8,0.067,3,1,13.0295018,8
2,130,2.8,0.067,3,1,12.72987399,8
2,100,2.8,0.067,3,1,12.93071395,8
2,80,2.8,0.001,3,1,13.08296547,8
2,80,2.8,0.067,3,1,13.0829659,8
2,100,2.8,0.02,3,1,13.08296567,8
2,160,2.4,0.033,3,1,13.34442122,8
2,100,2.8,0.067,3,1,13.08070886,8
2,80,2.8,0.001,3,1,13.08522049,8
2,80,2.8,0.002,3,1,13.0852205,8
2,80,2.8,0.05,3,1,13.08070882,8
2,80,2.8,0,3,1,13.08522036,8
2,100,2.8,0.067,3,1,12.93071384,7
2,250,2.638671875,0.06,3,1,12.98860459,7
2,80,2.8,0.001,3,1,13.08522037,7
2,80,2.8,0.001,3,1,13.08522039,7
2,80,2.8,0,3,1,13.08522037,7
2,160,2.4,0.05,4,1,13.68651424,7
2,640,2.8,0.05,4,2,12.98704251,7
2,487,2.8,0.067,3,1,12.59469217,7
2,1000,2.8,0.067,3,1,13.02950175,7
2,587,2.8,0.083,3,1,12.5946923,7
2,602,2.8,0.067,3,1,12.59469225,7
2,125,2.8,0.067,3,1,12.93071238,7
2,80,2.8,0,3,1,13.08296572,7
2,100,2.8,0.067,3,1,13.08761502,7
2,500,2.8,0.067,3,1,13.08070877,7
2,800,2.4,0.067,4,1,13.7331912,7
2,320,2.4,0.05,4,1,13.73319137,7
2,80,2.8,0.033,3,1,13.08299234,7
2,250,2.4,0.008,3,1,13.34442112,7
2,64,2.4,0.042,4,1,13.45904138,7
2,80,2.8,0.067,3,1,12.93071181,7
2,160,2.8,0.067,3,1,12.98952456,7
2,50,2.4,0.002,4,1,13.73319176,7
2,400,2.4,0.05,4,1,13.68651353,7
2,50,2.4,0.017,4,1,13.6865139,7
2,178,2.8,0.059,3,1,12.84054178,7
2,640,2.4,0.067,4,1,13.82107077,7
2,320,2.4,0.05,4,1,13.63575094,7
2,320,2,0.033,3,1,13.83571578,7
2,80,2.8,0.001,3,1,13.08522053,7
2,320,2.4,0.05,4,1,13.68651736,7
2,500,2.4,0.067,4,1,13.82107119,7
2,160,2.4,0.033,3,1,13.34442117,6
2,200,2.8,0.067,3,1,13.45271579,6
2,80,2.8,0.003,3,1,13.08522039,6
2,80,2.8,0,3,1,13.08522051,6
2,800,2.4,0.067,4,1,13.82106581,6
2,80,2.4,0.008,4,1,13.63575118,6
2,250,2.8,0.067,3,1,13.46598631,6
2,100,2.8,0.025,3,1,12.96006123,6
2,800,2.4,0.067,4,1,13.82106601,6
2,125,2.8,0.067,3,1,12.93071405,6
2,80,2.8,0.001,3,1,13.08522055,6
2,80,2.4,0.059,4,1,13.39522073,6
2,64,2.4,0.017,4,1,13.68651362,6
2,500,2.4,0.067,2,1,13.68651391,6
2,800,2.4,0.067,4,1,13.68651379,6
2,400,2.6,0.033,3,1,13.62466011,6
2,80,2.8,0.067,3,1,13.08761506,6
2,400,2.4,0.05,4,1,13.68651403,6
2,200,2.8,0.067,3,1,13.08761502,6
2,400,2.4,0.067,2,1,13.68651393,6
2,1000,2.8,0.067,3,1,13.0544561,6
2,80,2.4,0.05,4,1,13.73319157,6
2,80,2.6,0.002,3,1,13.74396196,6
2,400,2.4,0.05,4,1,13.47555946,6
2,320,2.4,0.05,4,1,13.73319127,6
2,50,2.4,0.033,4,1,13.6865137,6
2,80,2.8,0.067,3,1,13.08296601,6
2,50,2.4,0.003,4,1,13.49542496,6
2,800,2.4,0.067,4,1,13.50836443,6
2,100,2.8,0.067,3,1,12.93071363,6
2,800,2.4,0.067,3,1,12.87244572,6
2,250,2.4,0.008,3,1,13.34442109,6
2,80,2.8,0,3,1,13.08522046,6
2,578,2.8,0.067,3,1,12.59469209,6
2,80,2.8,0.001,3,1,13.08522052,6
2,50,2.4,0.005,4,1,13.49542498,5
2,200,2.4,0.05,4,1,13.50836469,5
2,250,2.4,0.05,4,1,13.50836461,5
2,64,2.4,0.002,4,1,13.6357509,5
2,125,2.8,0.067,3,1,12.93071192,5
2,500,2.8,0.067,3,1,12.94071045,5
2,80,2.8,0.001,3,1,13.08522045,5
2,500,2.4,0.033,3,1,13.55222857,5
2,1000,2.8,0.067,3,1,12.97776306,5
2,80,2.8,0,3,1,13.08522052,5
2,400,2.4,0.05,4,1,13.68651415,5
2,80,2.8,0.001,3,1,13.08070891,5
2,800,2.8,0.067,3,1,13.05445579,5
2,80,2.8,0.003,3,1,12.89815371,5
2,125,2.8,0.067,3,1,13.08761507,5
2,200,2.4,0.05,4,1,13.79001889,5
2,125,2.8,0.059,3,1,13.08070871,5
2,200,2.4,0.05,4,1,13.50836479,5
2,80,2.6,0.001,3,1,13.74396193,5
2,50,2.638671875,0.03,3,1,12.98860628,5
2,200,2.638671875,0.06,3,1,12.98860481,5
2,200,2.8,0.067,3,1,12.9307134,5
2,80,2.8,0,3,1,13.08522044,5
2,1000,2.8,0.067,3,1,13.02794828,5
2,125,2.4,0.033,3,1,13.34442125,5
2,400,2.4,0.059,4,1,13.82106542,5
2,80,2.8,0.001,3,1,13.08522043,5
2,400,2.638671875,0.06,3,1,12.9886047,5
2,125,2.8,0.067,3,1,13.45271581,5
2,64,2.4,0.042,4,1,13.63575111,5
2,100,2.8,0.067,3,1,12.93071472,5
2,400,2.4,0.067,4,1,13.8210716,5
2,250,2.4,0.067,3,1,12.93025033,5
2,80,2.8,0.042,3,1,13.08522054,5
2,400,2.4,0.059,4,1,13.82107182,5
2,800,2.4,0.067,4,1,13.82106559,4
2,1000,2.4,0.067,3,1,12.87244576,4
2,64,2.4,0.05,4,1,13.71300869,4
2,200,2.8,0.067,3,1,13.25995766,4
2,320,2.4,0.067,3,1,12.87244593,4
2,400,2.4,0.05,4,1,13.82107174,4
2,250,2.4,0.05,4,1,13.82106529,4
2,400,2.4,0.067,4,1,13.82107148,4
2,50,2.638671875,0.019,3,1,12.98860616,4
2,64,2.4,0,4,1,13.63575538,4
2,80,2.4,0.025,4,1,13.63575536,4
2,64,2.4,0.033,4,1,13.63575534,4
2,640,2.8,0.067,3,1,13.02794774,4
2,250,2.8,0.067,3,1,13.02794783,4
2,80,2.8,0.003,3,1,12.89815368,4
2,320,2.8,0.067,3,1,12.93071524,4
2,80,2.8,0.006,3,1,12.89815363,4
2,640,2.8,0.067,3,1,12.93071502,4
2,1000,2.8,0.067,3,1,13.45271578,4
2,80,2.8,0.004,3,1,13.08522047,4
2,320,2.8,0.067,3,1,13.61275321,4
2,80,2.8,0,3,1,13.08522048,4
2,80,2.8,0.001,3,1,13.08522048,4
2,64,2.4,0,4,1,13.635751,4
2,1000,2.4,0.067,3,1,12.90773656,4
2,64,2.4,0.001,4,1,13.63575096,4
2,64,2.8,0.001,3,1,13.10181741,4
2,80,2.8,0,3,1,13.08522053,4
2,250,2.8,0.067,3,1,12.98013349,4
2,1000,2.8,0.067,3,1,12.97776308,4
2,200,2.4,0.05,4,1,13.63575088,4
2,400,2.4,0.059,4,1,13.47555925,4
2,800,2,0.1,3,1,13.70527621,4
2,125,2.8,0.067,3,1,12.89815296,4
2,125,2.8,0.059,3,1,12.89815293,4
2,400,2.6,0.033,3,1,13.62466022,4
2,50,2.4,0.003,4,1,13.49542501,4
2,250,2.4,0.05,4,1,13.53230881,4
2,189,2.8,0.067,3,1,12.78259997,4
2,400,2.6,0.033,3,1,13.62466012,4
2,800,2.4,0.067,4,1,13.60424899,4
2,100,2.4,0.05,4,1,13.60424878,4
2,100,2.4,0.033,4,1,13.39522076,4
2,500,2,0.058,3,1,13.69572996,4
2,640,2,0.067,3,1,13.70527617,4
2,100,2.8,0.067,3,1,12.93071416,4
2,400,2.8,0.067,3,1,13.02950183,4
2,200,2.8,0.067,3,1,13.08761508,4
2,80,2.8,0.05,3,1,12.93071438,4
2,160,2.8,0.067,3,1,12.98010774,3
2,160,2.8,0.067,3,1,12.98013448,3
2,1000,2.8,0.067,3,1,12.98952444,3
2,1000,2.8,0.067,3,1,12.9895246,3
2,800,2.8,0.067,3,1,12.980135,3
2,800,2.8,0.067,3,1,12.98952447,3
2,200,2.4,0.067,3,1,12.93960906,3
2,1000,2.4,0.067,3,1,12.87244585,3
2,80,2.8,0.001,3,1,12.89815301,3
2,80,2.4,0.042,4,1,13.63575544,3
2,160,2.4,0.067,3,1,12.90773643,3
2,80,2.8,0.05,3,1,12.89815291,3
2,80,2.4,0.025,4,1,13.63575115,3
2,200,2.4,0.067,3,1,12.90773645,3
2,100,2.8,0.067,3,1,12.89815398,3
2,80,2.8,0.007,3,1,12.89815303,3
2,80,2.8,0.001,3,1,12.89815344,3
2,80,2.8,0.001,3,1,12.89815341,3
2,100,2.8,0.008,3,1,12.89815355,3
2,100,2.8,0.008,3,1,12.89815358,3
2,80,2.8,0.017,3,1,12.89815388,3
2,100,2.4,0.067,3,1,12.9147308,3
2,100,2.4,0.067,3,1,12.91473087,3
2,640,2.8,0.067,3,1,12.97776275,3
2,1000,2.8,0.067,3,1,12.9777627,3
2,1000,2.8,0.067,3,1,12.97776281,3
2,1000,2.8,0.1,3,1,12.8404977,3
2,64,2.4,0.003,4,1,13.63575092,3
2,1000,2.4,0.067,3,1,12.87244596,3
2,320,2.4,0.067,3,1,12.93025073,3
2,200,2.8,0.067,3,1,12.94071036,3
2,64,2.4,0.001,4,1,13.63575098,3
2,250,2.8,0.067,3,1,12.98952494,3
2,400,2.4,0.05,4,1,13.47555933,3
2,250,2.4,0.05,4,1,13.47555987,3
2,64,2.4,0.008,4,1,13.82885742,3
2,250,2.4,0.05,4,1,13.82885729,3
2,400,2.4,0.067,4,1,13.82106594,3
2,384,2,0.017,3,1,13.75760253,3
2,800,2.4,0.067,4,1,13.82106576,3
2,1600,2.4,0.05,3,1,13.34442129,3
2,250,2.4,0.05,4,1,13.88237713,3
2,125,2.4,0.016,4,1,13.87337867,3
2,800,2.4,0.067,4,1,13.643959,3
2,320,2.4,0.05,4,1,13.64058997,3
2,80,2.6,0.015,3,1,13.62466044,3
2,50,2.4,0.001,4,1,13.61959454,3
2,800,2.4,0.067,4,1,13.60425017,3
2,64,2.4,0.007,4,1,13.49542891,3
2,800,2.4,0.067,4,1,13.50836449,3
2,400,2.4,0.05,4,1,13.50836471,3
2,800,2.4,0.067,4,1,13.60425,3
2,400,2.4,0.067,4,1,13.60424996,3
2,400,2.4,0.05,4,1,13.50836477,3
2,80,2.6,0.001,3,1,13.74396189,3
2,80,2.6,0.001,3,1,13.74396183,3
2,80,2.6,0.002,3,1,13.74396172,3
2,100,8,0.002,18,2,13.01490904,3
2,64,2.8,0.007,3,1,12.96006134,3
2,125,2.4,0.05,4,1,13.49709974,3
2,160,2.4,0.05,4,1,13.49709973,3
2,800,2.4,0.067,4,1,13.51091495,3
2,160,2.4,0.05,4,1,13.49709971,3
2,125,2.4,0.05,4,1,13.49709972,3
2,160,2.8,0.067,3,1,13.25995768,3
2,125,2.8,0.067,3,1,13.2599577,3
2,125,2.8,0.067,3,1,13.45271576,3
2,250,2.8,0.067,3,1,13.45271578,3
2,100,2.8,0.067,3,1,12.93071427,3
2,100,2.8,0.067,3,1,12.93071448,3
2,125,2.8,0.067,3,1,12.93071459,3
2,800,2.8,0.067,3,1,13.65950053,3
2,80,2.8,0.059,3,1,13.57222092,3
2,125,2.8,0.067,3,1,13.4527158,3
2,80,2.8,0.005,3,1,13.08522042,3
2,80,2.8,0.005,3,1,13.0852204,3
2,400,2.8,0.067,3,1,13.56274242,3
2,400,2.8,0.067,3,1,13.54456463,3
2,80,2.8,0.003,3,1,13.08522046,3
2,80,2.6,0.001,3,1,13.74396186,2
2,80,2.6,0.001,3,1,13.74396179,2
2,80,2.6,0.005,3,1,13.74395748,2
2,80,2.6,0.001,3,1,13.74396176,2
2,80,2.6,0.005,3,1,13.74396208,2
2,64,2.8,0.005,3,1,12.96006153,2
2,64,2.8,0.006,3,1,12.96006144,2
2,100,2.8,0.017,3,1,12.96006109,2
2,160,2.638671875,0.038,3,1,12.98860448,2
2,100,2.8,0.017,3,1,12.96006098,2
2,500,2.8,0.067,3,1,12.98013433,2
2,50,2.4,0.006,4,1,13.7540339,2
2,250,5.9,0.004,70,2,13.29231466,2
2,640,5.9,0.004,70,2,13.29231494,2
2,1000,2.8,0.067,3,1,12.98013506,2
2,1000,2.4,0.067,3,1,12.87244587,2
2,100,2.8,0.017,3,1,12.98013375,2
2,2000,2.4,0.125,4,1,13.69453316,2
2,125,2.8,0.067,3,1,12.9837903,2
2,800,2,0.067,3,1,13.70527617,2
2,1000,2,0.075,3,1,13.7052762,2
2,80,2.8,0.059,3,1,12.93071149,2
2,1000,2,0.067,3,1,13.70527622,2
2,200,2.4,0.05,4,1,13.7130086,2
2,640,2,0.067,3,1,13.70527623,2
2,800,2.8,0.067,3,1,13.61275322,2
2,160,2.8,0.059,3,1,13.59988356,2
2,125,2.8,0.067,3,1,13.61700579,2
2,500,2.8,0.067,3,1,13.44094142,2
2,80,2.8,0.002,3,1,13.0257302,2
2,250,2.8,0.067,3,1,13.45271574,2
2,125,2.8,0.067,3,1,13.59386713,2
2,1000,2.8,0.067,3,1,12.98013484,2
2,1000,2.8,0.067,3,1,12.98013497,2
2,200,2.8,0.059,3,1,13.56274242,2
2,1000,2.8,0.067,3,1,12.98013487,2
2,250,2.8,0.067,3,1,13.65950042,2
2,800,2.8,0.067,3,1,13.65950043,2
2,1000,2.8,0.067,3,1,13.6672031,2
2,1000,2.8,0.067,3,1,13.21972048,2
2,1000,2.8,0.067,3,1,13.65950058,2
2,640,2.8,0.067,3,1,13.65950055,2
2,1000,2.8,0.067,3,1,13.65950053,2
2,125,2.8,0.067,3,1,13.45271582,2
2,250,2.4,0.05,4,1,13.82106564,2
2,80,2.8,0.003,3,1,13.08522054,2
2,200,2.8,0.067,3,1,13.46598633,2
2,80,2.8,0.001,3,1,13.08522055,2
2,800,2.4,0.067,4,1,13.8210661,2
2,200,2.8,0.067,3,1,13.2421699,2
2,100,2.4,0.016,4,1,13.87337884,2
2,320,2.4,0.025,4,1,13.87337922,2
2,400,2.4,0.059,4,1,13.88237735,2
2,400,2.4,0.059,4,1,13.88237779,2
2,400,2.4,0.059,4,1,13.88237769,2
2,320,2.4,0.05,4,1,13.88237747,2
2,400,2.4,0.059,4,1,13.88237653,2
2,50,2.2,0.017,4,1,13.87679839,2
2,50,2.2,0.033,4,1,13.87679873,2
2,125,2.4,0.05,4,1,13.88237788,2
2,125,2.4,0.05,4,1,13.88237799,2
2,250,2.8,0.067,3,1,13.40029057,2
2,125,2.8,0.008,3,1,12.98013355,2
2,125,2.8,0.067,3,1,13.25995769,2
2,125,2.8,0.067,3,1,13.2599577,2
2,640,2,0.067,3,1,13.69572996,2
2,100,2.8,0.017,3,1,12.93071481,2
2,80,2.8,0.006,3,1,13.02572912,2
2,1000,2.8,0.067,3,1,12.98013503,2
2,80,2.8,0.004,3,1,13.02572884,2
2,400,2.8,0.067,3,1,13.41239192,2
2,800,2.8,0.067,3,1,13.41239194,2
2,200,2.8,0.067,3,1,13.03825144,2
2,160,2.4,0.059,3,1,12.91473078,2
2,80,2.8,0.002,3,1,12.98010833,2
2,1000,2.4,0.067,3,1,12.91637047,2
2,125,2.4,0.067,3,1,12.91473085,2
2,640,2.4,0.059,3,1,12.91637043,2
2,400,2.4,0.067,3,1,12.90773671,2
2,1000,2.8,0.1,3,1,12.90862131,2
2,64,2.4,0.017,4,1,13.63575109,2
2,1000,2.8,0.1,3,1,12.90862131,2
2,80,2.4,0.025,4,1,13.63575107,2
2,80,2.4,0.017,4,1,13.63575112,2
2,100,2.8,0.067,3,1,13.014892,2
2,160,2.4,0.067,3,1,12.91637057,2
2,64,2.4,0.002,4,1,13.63575083,2
2,64,2.4,0,4,1,13.63575102,2
2,64,2.4,0.003,4,1,13.63575104,2
2,1000,2.8,0.067,3,1,12.97776279,2
2,400,2.8,0.067,3,1,12.97776267,2
2,800,2.4,0.067,3,1,12.95696887,2
2,80,2.4,0.05,4,1,13.60425013,2
2,500,2.4,0.067,3,1,12.95696868,2
2,400,2.638671875,0.119,3,1,12.93717425,2
2,250,2.4,0.067,3,1,12.91637088,2
2,320,2.4,0.067,3,1,12.91637085,2
2,500,2.4,0.067,3,1,12.91637094,2
2,500,2.4,0.067,3,1,12.91637097,2
2,250,2.4,0.067,3,1,12.91637073,2
2,250,2.4,0.067,3,1,12.91637069,2
2,320,2.4,0.067,3,1,12.91637071,2
2,640,2.4,0.067,3,1,12.916371,2
2,800,2.8,0.067,3,1,12.97776302,2
2,64,2.4,0.05,4,1,13.6439595,2
2,400,2.8,0.067,3,1,12.977763,2
2,1000,2.4,0.067,3,1,12.93025058,2
2,250,2.4,0.067,3,1,12.93025043,2
2,500,2.4,0.067,3,1,12.93025053,2
2,1000,2.4,0.067,3,1,12.93025056,2
2,50,2.4,0.003,4,1,13.49542502,2
2,100,2.8,0.017,3,1,12.89815383,2
2,80,2.8,0.03,3,1,12.89815385,2
2,1000,2.8,0.067,3,1,12.89815377,2
2,80,2.8,0.033,3,1,12.89815395,2
2,400,2.8,0.067,3,1,12.89815375,2
2,125,2.4,0.05,4,1,13.50836465,2
2,80,2.8,0.001,3,1,12.89815334,2
2,80,2.8,0.001,3,1,12.89815349,2
2,800,2.4,0.067,4,1,13.50836455,2
2,80,2.8,0.006,3,1,12.89815365,2
2,400,2.8,0.067,3,1,13.02794789,2
2,100,2.4,0.05,4,1,13.63575126,2
2,80,2.4,0.017,4,1,13.63575124,2
2,80,2.4,0.042,3,1,12.90773638,2
2,1000,2.4,0.067,3,1,12.88185486,2
2,400,2.8,0.067,3,1,13.02794785,2
2,1000,2.8,0.067,3,1,13.02794781,2
2,400,2.4,0.067,3,1,12.88185488,2
2,64,2.4,0.042,4,1,13.63575122,2
2,1000,2.8,0.067,3,1,12.98952471,2
2,640,2.4,0.067,3,1,12.90773647,2
2,400,2.8,0.067,3,1,13.02950203,2
2,80,2.4,0.008,4,1,13.63575542,2
2,320,2.4,0.05,4,1,13.6357554,2
2,80,2.8,0.008,3,1,12.98013401,1
2,800,2.4,0.067,4,1,13.60425004,1
2,320,2.4,0.05,4,1,13.6042488,1
2,200,2.4,0.05,4,1,13.60424876,1
2,160,2.4,0.05,4,1,13.60424846,1
2,200,2.4,0.05,4,1,13.60423401,1
2,200,2.8,0.067,3,1,13.47285595,1
2,160,2.8,0.067,3,1,13.44094139,1
2,125,2.8,0.067,3,1,13.42942048,1
2,320,2.8,0.067,3,1,13.46598643,1
2,500,2.8,0.067,3,1,13.44094141,1
2,400,2.8,0.067,3,1,13.44671101,1
2,400,2.8,0.067,3,1,13.44671099,1
2,400,2.8,0.067,3,1,13.44671097,1
2,80,2.8,0.008,3,1,12.98013407,1
2,320,2.8,0.067,3,1,13.44671098,1
2,200,2.4,0.05,4,1,13.53230884,1
2,320,2.4,0.05,4,1,13.53230887,1
2,500,2.6,0.033,3,1,13.62466039,1
2,200,2.8,0.067,3,1,12.98013364,1
2,250,2.8,0.067,3,1,12.98013368,1
2,80,2.8,0.067,3,1,12.98013371,1
2,125,2.8,0.067,3,1,12.98013419,1
2,80,2.8,0.02,3,1,12.98013416,1
2,80,2.8,0.007,3,1,12.98013412,1
2,100,2.8,0.008,3,1,12.9801341,1
2,100,2.8,0.025,3,1,12.98013389,1
2,80,2.8,0.05,3,1,12.98013383,1
2,200,2.8,0.067,3,1,12.98013386,1
2,125,2.8,0.008,3,1,12.98013381,1
2,80,2.8,0.025,3,1,12.98013377,1
2,80,2.8,0.067,3,1,12.98013422,1
2,80,2.8,0.017,3,1,12.98013394,1
2,100,2.8,0.008,3,1,12.98013392,1
2,400,2.6,0.033,3,1,13.6246603,1
2,1000,2.8,0.067,3,1,12.98952479,1
2,400,2.4,0.059,4,1,13.6439592,1
2,125,2.8,0.008,3,1,12.98013352,1
2,400,2.8,0.067,3,1,12.98013436,1
2,100,2.8,0.008,3,1,12.98013398,1
2,1000,2.8,0.067,3,1,13.40029058,1
2,500,2.8,0.067,3,1,13.40029061,1
2,1000,2.8,0.067,3,1,13.40029066,1
2,400,2.4,0.067,4,1,13.7515092,1
2,400,2.8,0.067,3,1,12.98013428,1
2,100,2.8,0.008,3,1,12.98013425,1
2,250,2.4,0.05,4,1,13.47555993,1
2,80,2.6,0.001,3,1,13.74396169,1
2,125,2.4,0.05,4,1,13.49709963,1
2,250,2.8,0.067,3,1,12.9801343,1
2,100,4.5,0.001,16,2,13.29231483,1
2,125,5,0.006,22,2,13.29231478,1
2,125,2.8,0.067,3,1,12.98013361,1
2,320,5.9,0.004,70,2,13.29231475,1
2,200,4,0.006,5,2,13.29231511,1
2,320,2.8,0.067,3,1,13.31397358,1
2,160,2.8,0.067,3,1,13.38385411,1
2,1000,2.8,0.067,3,1,13.38385419,1
2,500,2.8,0.067,3,1,12.98013439,1
2,640,2.8,0.067,3,1,13.65950048,1
2,1000,2.8,0.067,3,1,13.10651562,1
2,400,2.8,0.067,3,1,13.10651558,1
2,250,2.8,0.067,3,1,13.10651563,1
2,1000,2.8,0.067,3,1,13.10651565,1
2,640,2.8,0.067,3,1,13.10651569,1
2,1000,2.8,0.067,3,1,13.10651568,1
2,80,2.8,0.025,3,1,13.09237231,1
2,80,2.8,0.033,3,1,13.09237231,1
2,1000,2.8,0.067,3,1,13.10651571,1
2,800,2.8,0.067,3,1,13.10651573,1
2,320,2,0.05,3,1,13.72674233,1
2,320,2,0.05,3,1,13.72674237,1
2,800,2,0.1,3,1,13.70527625,1
2,1250,2,0.125,3,1,13.70527624,1
2,1000,2.8,0.067,3,1,13.13309861,1
2,1000,2,0.092,3,1,13.70527623,1
2,250,2.8,0.067,3,1,12.93071171,1
2,1000,2.8,0.067,3,1,13.10651578,1
2,800,2.8,0.067,3,1,13.10651575,1
2,50,2.4,0.008,2,1,13.84962626,1
2,1000,2.8,0.067,3,1,13.13309857,1
2,800,2.4,0.067,2,1,13.8496263,1
2,125,2.8,0.067,3,1,13.08666057,1
2,640,2.8,0.067,3,1,13.02950199,1
2,400,2.8,0.067,3,1,13.02950197,1
2,200,2.8,0.067,3,1,13.02950195,1
2,500,2.8,0.067,3,1,13.02950201,1
2,125,2.8,0.067,3,1,12.89815288,1
2,100,2.8,0.067,3,1,12.8981527,1
2,100,2.8,0.067,3,1,12.89815275,1
2,80,2.8,0.001,3,1,12.89815311,1
2,80,2.8,0.001,3,1,12.89815319,1
2,1000,2.8,0.067,3,1,13.02794823,1
2,400,2.8,0.059,3,1,13.02794818,1
2,320,2.8,0.059,3,1,13.02794815,1
2,250,2.8,0.067,3,1,13.02794825,1
2,80,2.8,0.004,3,1,12.89815338,1
2,80,2.8,0.001,3,1,12.89815322,1
